cell_id,x,y,longitude,latitude,B02,B03,B04,B08,B11,B12,NDVI,NDWI,red_nir_ratio,swir_nir_ratio,elevation,slope,aspect,hillshade,distance_to_moil_balaghat_m,valid_feature_fraction,feature_quality
GRID-05685,421937.89,2417498.9,80.244493,21.859785,624.0,1016.0,1168.0,2756.0,3536.0,2511.0,0.4046890437602997,-0.4612937569618225,0.4238026440143585,1.2746734619140625,312.198974609375,1.3772748708724976,39.50278854370117,180.67530822753906,2250.53,1.0,valid
GRID-05686,421967.89,2417498.9,80.244784,21.859786,596.0,908.0,1030.0,2648.0,3552.0,2526.0,0.4399130344390869,-0.48931387066841125,0.38897278904914856,1.316465139389038,311.6963806152344,1.9434853792190552,56.3151741027832,179.00869750976562,2273.29,1.0,valid
GRID-05687,421997.89,2417498.9,80.245074,21.859788,788.0,1186.0,1294.0,2996.0,3639.0,2560.0,0.39673659205436707,-0.43280723690986633,0.4319092035293579,1.2216287851333618,310.6343078613281,2.1715166568756104,59.12837600708008,178.51502990722656,2296.22,1.0,valid
GRID-05688,422027.89,2417498.9,80.245364,21.859789,660.0,1070.0,1080.0,3076.0,3071.0,2036.0,0.4802694320678711,-0.48383986949920654,0.35110536217689514,1.1609233617782593,309.6524353027344,1.5830819606781006,10.890548706054688,183.03684997558594,2319.31,1.0,valid
GRID-05689,422057.89,2417498.9,80.245655,21.85979,434.0,758.0,650.0,2252.0,2030.0,1236.0,0.5520330667495728,-0.49634549021720886,0.288632333278656,1.0168739557266235,310.281005859375,2.476017475128174,324.302978515625,187.83114624023438,2342.56,1.0,valid
GRID-05690,422087.89,2417498.9,80.245945,21.859792,744.0,1164.0,1218.0,2997.0,3395.0,2561.0,0.42206403613090515,-0.4405190944671631,0.4064064025878906,0.9332666397094727,311.3631286621094,1.8394471406936646,323.70068359375,185.94053649902344,2365.96,1.0,valid
GRID-05691,422117.89,2417498.9,80.246235,21.859793,686.0,1134.0,1296.0,2886.0,3477.0,2604.0,0.3802008330821991,-0.43582087755203247,0.4490644633769989,1.2130978107452393,311.3376770019531,0.745594322681427,333.6662902832031,182.51988220214844,2389.51,1.0,valid
GRID-05692,422147.89,2417498.9,80.246526,21.859794,885.0,1244.0,1880.0,2968.0,3454.0,2869.0,0.22442243993282318,-0.40930676460266113,0.6334232091903687,1.1462265253067017,311.3611145019531,0.7897627949714661,29.724430084228516,180.94989013671875,2413.2,1.0,valid
GRID-05693,422177.89,2417498.9,80.246816,21.859796,678.0,1194.0,1156.0,3585.0,3181.0,2427.0,0.5123392343521118,-0.5003138780593872,0.32245466113090515,0.9263598322868347,310.7371826171875,1.366686463356018,13.999221801757812,182.47596740722656,2437.03,1.0,valid
GRID-05694,422207.89,2417498.9,80.247106,21.859797,1114.0,1536.0,1788.0,3095.0,3469.0,2749.0,0.2676633298397064,-0.33664435148239136,0.577705979347229,1.1092084646224976,311.0042419433594,1.5687832832336426,359.10400390625,183.7893829345703,2460.99,1.0,valid
GRID-05695,422237.89,2417498.9,80.247397,21.859798,1238.0,1570.0,1990.0,2714.0,3639.0,2920.0,0.15391157567501068,-0.2670401334762573,0.7332350611686707,1.3006631135940552,311.267333984375,1.7148443460464478,79.02413940429688,177.21224975585938,2485.09,1.0,valid
GRID-05696,422267.89,2417498.9,80.247687,21.8598,852.0,1190.0,1438.0,2668.0,3113.0,2472.0,0.2995615601539612,-0.3831000030040741,0.5389805436134338,1.190779685974121,309.5166320800781,2.7849457263946533,120.75847625732422,171.6076202392578,2509.31,1.0,valid
GRID-05697,422297.89,2417498.9,80.247977,21.859801,562.0,800.0,994.0,2590.0,2873.0,2374.0,0.4453125298023224,-0.5280236601829529,0.3837837874889374,1.0362935066223145,308.334228515625,2.392292022705078,137.4126739501953,172.6352996826172,2533.66,1.0,valid
GRID-05698,422327.89,2417498.9,80.248268,21.859802,273.0,498.0,345.0,2786.0,1834.0,1171.0,0.7796230912208557,-0.6967113018035889,0.12383344769477844,0.7483847737312317,307.5298767089844,1.0231990814208984,133.10284423828125,177.06536865234375,2558.13,1.0,valid
GRID-05699,422357.89,2417498.9,80.248558,21.859804,245.0,420.0,296.0,1858.0,1290.0,694.0,0.7251625061035156,-0.6312555074691772,0.15931108593940735,0.726049542427063,307.5679931640625,1.0051716566085815,320.757568359375,183.43167114257812,2582.71,1.0,valid
GRID-05700,422387.89,2417498.9,80.248848,21.859805,230.0,373.0,274.0,1990.0,1414.0,854.0,0.7579505443572998,-0.6842995882034302,0.13768844306468964,0.6331658363342285,308.2607421875,2.2190802097320557,341.24591064453125,186.4390106201172,2607.41,1.0,valid
GRID-05701,422417.89,2417498.9,80.249139,21.859806,756.0,1110.0,1198.0,2889.0,2369.0,1637.0,0.41375088691711426,-0.44486120343208313,0.41467636823654175,0.7774316668510437,308.2108459472656,2.758498430252075,13.640464782714844,184.6192626953125,2632.21,1.0,valid
GRID-05702,422447.89,2417498.9,80.249429,21.859808,804.0,1222.0,1282.0,3116.0,3262.0,2346.0,0.4170077443122864,-0.436606764793396,0.4114248752593994,1.0067393779754639,307.4659423828125,2.528275728225708,22.204627990722656,183.2184295654297,2657.13,1.0,valid
GRID-05703,422477.89,2417498.9,80.249719,21.859809,660.0,1046.0,1023.0,2812.0,3106.0,2185.0,0.46649283170700073,-0.4577501118183136,0.36379802227020264,1.1148648262023926,307.23040771484375,1.906417727470398,337.7401123046875,185.74462890625,2682.15,1.0,valid
GRID-05704,422507.89,2417498.9,80.25001,21.85981,606.0,938.0,930.0,2824.0,2872.0,1993.0,0.5045285224914551,-0.5013290643692017,0.32932010293006897,1.0290367603302002,308.2908935546875,2.137726068496704,319.42962646484375,186.89260864257812,2707.27,1.0,valid
GRID-05705,422537.89,2417498.9,80.2503,21.859812,602.0,966.0,980.0,2665.0,2716.0,1811.0,0.4622771143913269,-0.4679151773452759,0.3677298128604889,1.0378986597061157,308.81500244140625,2.0389604568481445,343.52545166015625,185.83462524414062,2732.48,1.0,valid
GRID-05706,422567.89,2417498.9,80.25059,21.859813,610.0,1016.0,986.0,2766.0,2727.0,1942.0,0.47441366314888,-0.4627181887626648,0.356471449136734,0.9953000545501709,309.1400451660156,2.5134828090667725,335.4524841308594,187.54779052734375,2757.8,1.0,valid
GRID-05707,422597.89,2417498.9,80.250881,21.859814,602.0,966.0,928.0,3040.0,2796.0,2018.0,0.5322580933570862,-0.5177234411239624,0.3052631616592407,0.9115131497383118,310.3333435058594,1.9536314010620117,0.05126190185546875,184.5500946044922,2783.2,1.0,valid
GRID-05708,422627.89,2417498.9,80.251171,21.859816,492.0,802.0,754.0,2938.0,2862.0,1992.0,0.5915493369102478,-0.571122944355011,0.25663718581199646,0.9431586265563965,309.159912109375,2.7607157230377197,71.73973083496094,176.1953582763672,2808.7,1.0,valid
GRID-05709,422657.89,2417498.9,80.251461,21.859817,750.0,1076.0,1164.0,2891.0,3213.0,2280.0,0.4258939325809479,-0.4575245678424835,0.4026288688182831,1.067450761795044,307.2235107421875,2.704777717590332,89.28195190429688,174.1705322265625,2834.29,1.0,valid
GRID-05710,422687.89,2417498.9,80.251752,21.859818,690.0,998.0,1050.0,2746.0,3219.0,2241.0,0.44678613543510437,-0.4668803811073303,0.3823743462562561,1.2392570972442627,306.2179870605469,1.2757288217544556,88.5865478515625,177.49977111816406,2859.96,1.0,valid
GRID-05711,422717.89,2417498.9,80.252042,21.85982,480.0,718.0,632.0,2354.0,2478.0,1558.0,0.576691210269928,-0.5325520634651184,0.2684791684150696,1.1304162740707397,305.8623962402344,89.6664047241211,89.9988021850586,0.0,2885.71,1.0,valid
GRID-05712,422747.89,2417498.9,80.252332,21.859821,599.0,821.0,792.0,2480.0,,,0.5158924460411072,-0.5025749802589417,0.3193548321723938,0.8685483932495117,,,,,2911.55,0.5714,partial
GRID-05713,417737.89,2417468.9,80.203849,21.859323,313.0,536.0,378.0,2352.0,1221.0,645.0,0.7230769395828247,-0.628808856010437,0.1607142835855484,0.5255101919174194,,,,,2885.51,0.7143,partial
GRID-05714,417767.89,2417468.9,80.204139,21.859324,310.0,535.0,363.0,3074.0,1564.0,849.0,0.7887692451477051,-0.7035189867019653,0.11808718740940094,0.48015615344047546,305.8138122558594,89.66642761230469,270.00579833984375,128.56048583984375,2859.57,1.0,valid
GRID-05715,417797.89,2417468.9,80.20443,21.859326,629.0,914.0,1072.0,2093.0,2252.0,1612.0,0.32259082794189453,-0.39208510518074036,0.5121834874153137,1.0420448780059814,306.3455505371094,1.9176017045974731,317.1312561035156,186.24072265625,2833.71,1.0,valid
GRID-05716,417827.89,2417468.9,80.20472,21.859327,686.0,930.0,1016.0,2778.0,3012.0,2224.0,0.4644175171852112,-0.4983818829059601,0.36573073267936707,1.009359359741211,306.84820556640625,1.1649696826934814,328.0872802734375,183.84568786621094,2807.94,1.0,valid
GRID-05717,417857.89,2417468.9,80.20501,21.859328,920.0,1218.0,1504.0,2800.0,3379.0,2740.0,0.3011152446269989,-0.39372819662094116,0.5371428728103638,1.1682143211364746,307.1086730957031,0.7858341932296753,79.65638732910156,178.88900756835938,2782.25,1.0,valid
GRID-05718,417887.89,2417468.9,80.205301,21.85933,502.0,813.0,658.0,2718.0,1995.0,1315.0,0.6101895570755005,-0.539507269859314,0.24208977818489075,0.8682854771614075,306.3998718261719,1.620042324066162,102.6833724975586,175.9320831298828,2756.64,1.0,valid
GRID-05719,417917.89,2417468.9,80.205591,21.859331,384.0,656.0,512.0,2639.0,1388.0,798.0,0.6750237941741943,-0.6018209457397461,0.1940128654241562,0.5589237809181213,305.78448486328125,1.018284797668457,113.09912872314453,177.3105926513672,2731.13,1.0,valid
GRID-05720,417947.89,2417468.9,80.205881,21.859333,361.0,650.0,438.0,2812.0,1265.0,664.0,0.7304615378379822,-0.6244944930076599,0.15576103329658508,0.4690611660480499,305.5494079589844,0.6040436625480652,141.15887451171875,178.41226196289062,2705.7,1.0,valid
GRID-05721,417977.89,2417468.9,80.206172,21.859334,319.0,512.0,414.0,2363.0,1209.0,662.0,0.7018365263938904,-0.6438261270523071,0.17520101368427277,0.517139196395874,305.4726867675781,0.8014469742774963,140.3787384033203,177.78359985351562,2680.38,1.0,valid
GRID-05722,418007.89,2417468.9,80.206462,21.859335,336.0,560.0,382.0,1980.0,1154.0,636.0,0.676545262336731,-0.5590550303459167,0.19292928278446198,0.5944444537162781,305.2309265136719,0.8784211874008179,126.91741180419922,177.55416870117188,2655.14,1.0,valid
GRID-05723,418037.89,2417468.9,80.206752,21.859337,400.0,658.0,465.0,2442.0,1221.0,676.0,0.6800825595855713,-0.5754839181900024,0.19041769206523895,0.5090090036392212,304.6868896484375,0.39571020007133484,121.57958221435547,179.0966339111328,2630.01,1.0,valid
GRID-05724,418067.89,2417468.9,80.207043,21.859338,387.0,704.0,486.0,2530.0,1322.0,714.0,0.6777188181877136,-0.5646258592605591,0.1920948624610901,0.5229249596595764,304.8787841796875,0.1778476983308792,122.9349136352539,179.76402282714844,2604.99,1.0,valid
GRID-05725,418097.89,2417468.9,80.207333,21.85934,356.0,642.0,372.0,2797.0,1355.0,702.0,0.7652255892753601,-0.6266356110572815,0.13299964368343353,0.4869502782821655,304.33258056640625,0.14403264224529266,208.3902587890625,180.1820831298828,2580.06,1.0,valid
GRID-05726,418127.89,2417468.9,80.207623,21.859341,372.0,656.0,433.0,2390.0,1328.0,739.0,0.6932341456413269,-0.5692711472511292,0.18117155134677887,0.5610879063606262,304.7667541503906,0.4430720806121826,313.2623596191406,181.70054626464844,2555.25,1.0,valid
GRID-05727,418157.89,2417468.9,80.207914,21.859342,326.0,528.0,369.0,2567.0,1405.0,745.0,0.7486375570297241,-0.6588045358657837,0.14374755322933197,0.5633034706115723,304.80108642578125,0.7866773009300232,297.3936767578125,182.6549072265625,2530.55,1.0,valid
GRID-05728,418187.89,2417468.9,80.208204,21.859344,304.0,563.0,372.0,2622.0,1556.0,856.0,0.7515029907226562,-0.6464678645133972,0.1418764293193817,0.5861937403678894,305.2563171386719,0.665795624256134,260.3166809082031,181.5113067626953,2505.97,1.0,valid
GRID-05729,418217.89,2417468.9,80.208494,21.859345,327.0,550.0,425.0,2122.0,1529.0,858.0,0.6662740111351013,-0.5883234143257141,0.2002827525138855,0.7540056109428406,305.3448486328125,0.2867482900619507,283.84136962890625,181.0821990966797,2481.5,1.0,valid
GRID-05730,418247.89,2417468.9,80.208785,21.859347,475.0,714.0,668.0,2160.0,2014.0,1330.0,0.5275813341140747,-0.5031315088272095,0.30925923585891724,0.9055555462837219,305.3506774902344,1.3126193284988403,78.73546600341797,177.9709930419922,2457.16,1.0,valid
GRID-05731,418277.89,2417468.9,80.209075,21.859348,511.0,755.0,748.0,2068.0,2102.0,1415.0,0.46875,-0.46510806679725647,0.3617021143436432,0.9729206562042236,304.0718688964844,1.9612489938735962,86.72859191894531,176.09921264648438,2432.94,1.0,valid
GRID-05732,418307.89,2417468.9,80.209365,21.859349,314.0,540.0,348.0,2698.0,1508.0,829.0,0.7715036869049072,-0.6664608120918274,0.12898443639278412,0.5871015191078186,303.78271484375,0.5061266422271729,69.42388153076172,179.6466064453125,2408.86,1.0,valid
GRID-05733,418337.89,2417468.9,80.209656,21.859351,308.0,535.0,360.0,2844.0,1537.0,806.0,0.7752808332443237,-0.6833382844924927,0.1265822798013687,0.5555555820465088,303.793701171875,0.2291555553674698,46.44793701171875,180.29257202148438,2384.91,1.0,valid
GRID-05734,418367.89,2417468.9,80.209946,21.859352,444.0,722.0,638.0,2489.0,2322.0,1402.0,0.5919411182403564,-0.5502958297729492,0.2563278377056122,0.8529530167579651,303.61944580078125,0.2306879460811615,66.40129089355469,180.0458526611328,2361.09,1.0,valid
GRID-05735,418397.89,2417468.9,80.210236,21.859353,442.0,683.0,636.0,2490.0,2233.0,1352.0,0.5930901765823364,-0.5694926381111145,0.2554216980934143,0.8975903391838074,303.37158203125,0.2160947471857071,41.227359771728516,180.35569763183594,2337.42,1.0,valid
GRID-05736,418427.89,2417468.9,80.210526,21.859355,414.0,706.0,610.0,2500.0,1805.0,1027.0,0.6077170372009277,-0.5595757961273193,0.24400000274181366,0.7495999932289124,303.4447326660156,0.2481866478919983,342.33734130859375,181.00436401367188,2313.9,1.0,valid
GRID-05737,418457.89,2417468.9,80.210817,21.859356,410.0,687.0,630.0,2428.0,1820.0,1038.0,0.5879660248756409,-0.5589084625244141,0.2594728171825409,0.7413509488105774,303.5410461425781,0.6560500860214233,295.2264404296875,182.2432403564453,2290.52,1.0,valid
GRID-05738,418487.89,2417468.9,80.211107,21.859358,431.0,734.0,646.0,2478.0,1928.0,1193.0,0.5864276885986328,-0.5429639220237732,0.26069411635398865,0.7433414459228516,303.9515075683594,0.984284520149231,286.64044189453125,183.0113067626953,2267.31,1.0,valid
GRID-05739,418517.89,2417468.9,80.211397,21.859359,572.0,884.0,848.0,2399.0,2209.0,1547.0,0.47767165303230286,-0.4614681303501129,0.35348060727119446,0.8582742810249329,304.3996276855469,0.9611068367958069,293.69720458984375,183.10472106933594,2244.25,1.0,valid
GRID-05740,418547.89,2417468.9,80.211688,21.85936,350.0,640.0,494.0,2294.0,1870.0,1286.0,0.645624041557312,-0.5637355446815491,0.2153443843126297,0.7920663356781006,304.8587646484375,1.5527184009552002,285.4663391113281,184.49705505371094,2221.36,1.0,valid
GRID-05741,418577.89,2417468.9,80.211978,21.859362,437.0,702.0,592.0,2370.0,1925.0,1371.0,0.6002700924873352,-0.5429686903953552,0.2497890293598175,0.7898733615875244,306.1090393066406,1.8135972023010254,271.73699951171875,184.37747192382812,2198.64,1.0,valid
GRID-05742,418607.89,2417468.9,80.212268,21.859363,426.0,719.0,584.0,2338.0,1743.0,1147.0,0.6002737283706665,-0.5296041369438171,0.2497861534357071,0.7801539897918701,307.06634521484375,0.296782910823822,229.0771026611328,180.376220703125,2176.1,1.0,valid
GRID-05743,418637.89,2417468.9,80.212559,21.859365,382.0,606.0,540.0,2318.0,1562.0,922.0,0.6221133470535278,-0.5854993462562561,0.23295944929122925,0.6729939579963684,306.39471435546875,1.0539287328720093,93.9332504272461,177.78121948242188,2153.73,1.0,valid
GRID-05744,418667.89,2417468.9,80.212849,21.859366,401.0,664.0,524.0,2385.0,1622.0,907.0,0.6397387981414795,-0.5644474029541016,0.21970650553703308,0.6909853219985962,305.65185546875,0.4210548996925354,116.54908752441406,179.0504150390625,2131.56,1.0,valid
GRID-05745,418697.89,2417468.9,80.213139,21.859367,376.0,700.0,540.0,2620.0,1612.0,909.0,0.6582278609275818,-0.5783132910728455,0.20610688626766205,0.6503816843032837,305.98406982421875,0.4547843337059021,196.90109252929688,179.6324462890625,2109.58,1.0,valid
GRID-05746,418727.89,2417468.9,80.21343,21.859369,411.0,703.0,512.0,2705.0,1587.0,938.0,0.6816909909248352,-0.5874413847923279,0.18927910923957825,0.6288354992866516,305.97918701171875,0.9834477305412292,242.0492401123047,181.19305419921875,2087.8,1.0,valid
GRID-05747,418757.89,2417468.9,80.21372,21.85937,366.0,676.0,482.0,2530.0,1508.0,920.0,0.6799468398094177,-0.5782907605171204,0.19051383435726166,0.6466403007507324,307.2357482910156,0.34324657917022705,151.01295471191406,179.2707061767578,2066.23,1.0,valid
GRID-05748,418787.89,2417468.9,80.21401,21.859372,403.0,686.0,513.0,2542.0,2069.0,1290.0,0.6641571521759033,-0.5749690532684326,0.2018095850944519,0.7498032450675964,305.66058349609375,0.9065565466880798,70.54290771484375,179.05953979492188,2044.87,1.0,valid
GRID-05749,418817.89,2417468.9,80.214301,21.859373,650.0,968.0,1046.0,2820.0,2908.0,2016.0,0.4588722288608551,-0.4889123737812042,0.3709219694137573,0.966312050819397,306.3165588378906,0.9383788108825684,47.598854064941406,180.15414428710938,2023.72,1.0,valid
GRID-05750,418847.89,2417468.9,80.214591,21.859374,656.0,1112.0,1300.0,2830.0,2780.0,1997.0,0.37046006321907043,-0.4358193576335907,0.4593639671802521,1.0014134645462036,305.2417297363281,1.036506175994873,85.59351348876953,178.16033935546875,2002.81,1.0,valid
GRID-05751,418877.89,2417468.9,80.214881,21.859376,414.0,753.0,696.0,2621.0,2426.0,1745.0,0.5803436636924744,-0.5536454916000366,0.2655474841594696,0.9290346503257751,304.8735656738281,0.6981962323188782,116.64525604248047,178.2134246826172,1982.12,1.0,valid
GRID-05752,418907.89,2417468.9,80.215172,21.859377,548.0,849.0,924.0,2802.0,2725.0,1945.0,0.5040257573127747,-0.5349220037460327,0.3297644555568695,0.9768022894859314,304.675048828125,1.7645012140274048,93.75825500488281,176.0519256591797,1961.68,1.0,valid
GRID-05753,418937.89,2417468.9,80.215462,21.859378,657.0,982.0,1132.0,2514.0,2903.0,2017.0,0.3790454864501953,-0.43821510672569275,0.45027846097946167,1.1428003311157227,302.95306396484375,1.4311710596084595,89.59291076660156,177.09423828125,1941.49,1.0,valid
GRID-05754,418967.89,2417468.9,80.215752,21.85938,751.0,1050.0,1216.0,2740.0,2969.0,2175.0,0.38523760437965393,-0.4459103047847748,0.44379565119743347,1.070802927017212,302.6590881347656,0.004115649964660406,-1.0,180.32138061523438,1921.55,1.0,valid
GRID-05755,418997.89,2417468.9,80.216043,21.859381,703.0,1066.0,1258.0,2335.0,3038.0,2317.0,0.2997495234012604,-0.3731255829334259,0.5387580394744873,1.3010705709457397,302.9165344238281,0.2798853814601898,273.33074951171875,180.96803283691406,1901.88,1.0,valid
GRID-05756,419027.89,2417468.9,80.216333,21.859383,678.0,964.0,1058.0,2424.0,2874.0,2150.0,0.3923032581806183,-0.4309326708316803,0.4364686608314514,1.2145214080810547,303.0802917480469,0.19969436526298523,74.74488067626953,179.9993438720703,1882.48,1.0,valid
GRID-05757,419057.89,2417468.9,80.216623,21.859384,718.0,1140.0,1170.0,2630.0,3029.0,2273.0,0.3842105567455292,-0.39522549510002136,0.4448668956756592,1.1809885501861572,302.78662109375,0.1576128900051117,30.70940399169922,180.43399047851562,1863.36,1.0,valid
GRID-05758,419087.89,2417468.9,80.216914,21.859385,828.0,1330.0,1410.0,3200.0,3512.0,2652.0,0.3882863223552704,-0.4128035008907318,0.44062501192092896,1.0774999856948853,303.0816955566406,0.5405951142311096,303.71917724609375,181.9725799560547,1844.53,1.0,valid
GRID-05759,419117.89,2417468.9,80.217204,21.859387,789.0,1188.0,1248.0,2792.0,3437.0,2577.0,0.3821782171726227,-0.40301504731178284,0.4469914138317108,1.2263611555099487,303.3289489746094,0.5466086268424988,322.3792724609375,182.00994873046875,1825.99,1.0,valid
GRID-05760,419147.89,2417468.9,80.217494,21.859388,854.0,1314.0,1476.0,2564.0,3366.0,2733.0,0.2693069279193878,-0.3223310708999634,0.5756630301475525,1.3241031169891357,303.4882507324219,0.37715110182762146,343.68792724609375,181.3495330810547,1807.77,1.0,valid
GRID-05761,419177.89,2417468.9,80.217785,21.859389,736.0,1182.0,1312.0,3010.0,3396.0,2614.0,0.3928736448287964,-0.43606868386268616,0.4358803927898407,1.1368770599365234,303.4161376953125,0.35527804493904114,288.72625732421875,181.31130981445312,1789.86,1.0,valid
GRID-05762,419207.89,2417468.9,80.218075,21.859391,818.0,1224.0,1362.0,2998.0,3591.0,2762.0,0.3752293884754181,-0.42017999291419983,0.4543028473854065,1.180787205696106,303.8595886230469,0.4623144567012787,268.02044677734375,181.29898071289062,1772.28,1.0,valid
GRID-05763,419237.89,2417468.9,80.218365,21.859392,717.0,1160.0,1202.0,2780.0,3445.0,2709.0,0.39628323912620544,-0.41116753220558167,0.43237411975860596,1.2014387845993042,304.03961181640625,0.20218566060066223,53.846946716308594,180.2132568359375,1755.04,1.0,valid
GRID-05764,419267.89,2417468.9,80.218656,21.859394,762.0,1092.0,1298.0,2850.0,3150.0,2389.0,0.3741562068462372,-0.445966511964798,0.45543861389160156,1.1192983388900757,303.5106506347656,0.36579862236976624,63.40229034423828,179.9451446533203,1738.15,1.0,valid
GRID-05765,419297.89,2417468.9,80.218946,21.859395,852.0,1222.0,1396.0,2695.0,3469.0,2692.0,0.317526251077652,-0.3760530948638916,0.5179963111877441,1.2879406213760376,303.4995422363281,0.03319396823644638,-1.0,180.3860626220703,1721.61,1.0,valid
GRID-05766,419327.89,2417468.9,80.219236,21.859396,860.0,1344.0,1572.0,2644.0,3515.0,2929.0,0.25426948070526123,-0.32597795128822327,0.5945536494255066,1.318078637123108,303.5787658691406,0.3070281445980072,255.67356872558594,180.80255126953125,1705.44,1.0,valid
GRID-05767,419357.89,2417468.9,80.219527,21.859398,819.0,1206.0,1492.0,2496.0,3292.0,2763.0,0.2517552077770233,-0.34846028685569763,0.5977564454078674,1.306490421295166,303.8929748535156,0.5673891305923462,257.6390686035156,181.26641845703125,1689.64,1.0,valid
GRID-05768,419387.89,2417468.9,80.219817,21.859399,816.0,1164.0,1438.0,2338.0,2829.0,2247.0,0.23834742605686188,-0.3352369964122772,0.6150556206703186,1.249786138534546,304.2721252441406,0.786023736000061,249.77732849121094,181.3319091796875,1674.24,1.0,valid
GRID-05769,419417.89,2417468.9,80.220107,21.8594,792.0,1136.0,1366.0,2170.0,2721.0,2156.0,0.22737553715705872,-0.31276464462280273,0.6294931173324585,1.2539170980453491,304.54412841796875,0.961475133895874,242.79270935058594,181.21141052246094,1659.23,1.0,valid
GRID-05770,419447.89,2417468.9,80.220398,21.859402,810.0,1152.0,1328.0,2348.0,2849.0,2178.0,0.277475506067276,-0.3417142927646637,0.5655877590179443,1.2052810192108154,305.0626220703125,0.569594144821167,228.9974365234375,180.42828369140625,1644.64,1.0,valid
GRID-05771,419477.89,2417468.9,80.220688,21.859403,611.0,950.0,1026.0,2397.0,2811.0,2122.0,0.40052589774131775,-0.4323274791240692,0.42803505063056946,1.1827282905578613,305.18975830078125,0.2737337648868561,161.9527587890625,179.54229736328125,1630.46,1.0,valid
GRID-05772,419507.89,2417468.9,80.220978,21.859405,644.0,995.0,1184.0,2376.0,2780.0,2109.0,0.33483144640922546,-0.40967071056365967,0.4983164966106415,1.1763468980789185,305.0095520019531,0.4010823667049408,214.77545166015625,180.08375549316406,1616.72,1.0,valid
GRID-05773,419537.89,2417468.9,80.221269,21.859406,690.0,1020.0,1216.0,2325.0,2751.0,2092.0,0.313188374042511,-0.3901345133781433,0.5230107307434082,1.180645227432251,305.22369384765625,0.3659045398235321,189.63259887695312,179.6420440673828,1603.43,1.0,valid
GRID-05774,419567.89,2417468.9,80.221559,21.859407,644.0,992.0,1152.0,2242.0,2717.0,2055.0,0.32115498185157776,-0.3865182399749756,0.5138269662857056,1.2020517587661743,304.9941711425781,0.2421838790178299,126.60928344726562,179.55661010742188,1590.58,1.0,valid
GRID-05775,419597.89,2417468.9,80.221849,21.859409,664.0,1026.0,1246.0,2196.0,2674.0,2077.0,0.27600231766700745,-0.36312851309776306,0.5673952698707581,1.2108378410339355,305.0229797363281,0.30931708216667175,270.340087890625,181.0019989013672,1578.21,1.0,valid
GRID-05776,419627.89,2417468.9,80.22214,21.85941,688.0,1032.0,1198.0,2402.0,2802.0,2131.0,0.33444443345069885,-0.3989516496658325,0.49875104427337646,1.1398833990097046,305.3804016113281,0.18914088606834412,250.9536590576172,180.57174682617188,1566.31,1.0,valid
GRID-05777,419657.89,2417468.9,80.22243,21.859411,886.0,1188.0,1596.0,2529.0,3116.0,2394.0,0.22618180513381958,-0.36077484488487244,0.6310794949531555,1.2502964735031128,305.27923583984375,0.0992538332939148,-1.0,180.5328369140625,1554.89,1.0,valid
GRID-05778,419687.89,2417468.9,80.22272,21.859413,888.0,1200.0,1396.0,2678.0,3644.0,2830.0,0.31467846035957336,-0.3811242878437042,0.5212845206260681,1.3117998838424683,305.1954650878906,0.1100231185555458,323.9648132324219,180.65391540527344,1543.98,1.0,valid
GRID-05779,419717.89,2417468.9,80.223011,21.859414,986.0,1296.0,1516.0,2580.0,3695.0,2878.0,0.2597655951976776,-0.3312692940235138,0.5875969529151917,1.3941861391067505,305.2901916503906,0.24827034771442413,305.41571044921875,181.0809326171875,1533.58,1.0,valid
GRID-05780,419747.89,2417468.9,80.223301,21.859416,752.0,1084.0,1260.0,2504.0,3088.0,2308.0,0.3304995000362396,-0.39576366543769836,0.5031948685646057,1.2911341190338135,305.439453125,0.5026808977127075,312.07464599609375,181.88516235351562,1523.69,1.0,valid
GRID-05781,419777.89,2417468.9,80.223591,21.859417,798.0,1170.0,1416.0,2514.0,3147.0,2394.0,0.27938929200172424,-0.3648208677768707,0.5632458329200745,1.2549721002578735,305.74310302734375,0.5343273878097534,328.3877868652344,181.94021606445312,1514.34,1.0,valid
GRID-05782,419807.89,2417468.9,80.223881,21.859418,892.0,1322.0,1578.0,2858.0,3613.0,2822.0,0.2885482609272003,-0.3674641251564026,0.5521343350410461,1.2067879438400269,305.7206726074219,0.43914785981178284,323.66851806640625,181.6731414794922,1505.52,1.0,valid
GRID-05783,419837.89,2417468.9,80.224172,21.85942,872.0,1216.0,1382.0,2940.0,3623.0,2734.0,0.36048123240470886,-0.41482192277908325,0.4700680375099182,1.2224489450454712,305.99346923828125,0.7049935460090637,300.4402160644531,182.4459228515625,1497.26,1.0,valid
GRID-05784,419867.89,2417468.9,80.224462,21.859421,731.0,1142.0,1118.0,2876.0,3442.0,2461.0,0.44016027450561523,-0.4315580129623413,0.3887343406677246,1.2155771255493164,306.5439453125,0.7010920643806458,317.0784912109375,182.5035858154297,1489.55,1.0,valid
GRID-05785,419897.89,2417468.9,80.224752,21.859422,780.0,1130.0,1216.0,2800.0,3580.0,2598.0,0.3944222927093506,-0.42493635416030884,0.4342857301235199,1.2742856740951538,306.6394958496094,0.5303876996040344,341.42071533203125,181.79928588867188,1482.41,1.0,valid
