cell_id,label_candidate,label_type,evidence_id,distance_to_evidence_m,confidence,label_basis
GRID-07377,unlabeled,untested_or_unreported,,2371.81,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07378,unlabeled,untested_or_unreported,,2397.93,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07379,unlabeled,untested_or_unreported,,2424.14,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07380,unlabeled,untested_or_unreported,,2450.43,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07381,unlabeled,untested_or_unreported,,2476.81,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07382,unlabeled,untested_or_unreported,,2503.27,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07383,unlabeled,untested_or_unreported,,2529.81,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07384,unlabeled,untested_or_unreported,,2556.43,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07385,unlabeled,untested_or_unreported,,2583.12,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07386,unlabeled,untested_or_unreported,,2609.88,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07387,unlabeled,untested_or_unreported,,2636.72,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07388,unlabeled,untested_or_unreported,,2663.62,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07389,unlabeled,untested_or_unreported,,2690.58,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07390,unlabeled,untested_or_unreported,,2717.61,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07391,unlabeled,untested_or_unreported,,2744.7,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07392,unlabeled,untested_or_unreported,,2771.85,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07393,unlabeled,untested_or_unreported,,2747.77,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07394,unlabeled,untested_or_unreported,,2720.52,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07395,unlabeled,untested_or_unreported,,2693.33,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07396,unlabeled,untested_or_unreported,,2666.2,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07397,unlabeled,untested_or_unreported,,2639.12,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07398,unlabeled,untested_or_unreported,,2612.12,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07399,unlabeled,untested_or_unreported,,2585.18,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07400,unlabeled,untested_or_unreported,,2558.3,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07401,unlabeled,untested_or_unreported,,2531.5,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07402,unlabeled,untested_or_unreported,,2504.77,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07403,unlabeled,untested_or_unreported,,2478.12,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07404,unlabeled,untested_or_unreported,,2451.54,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07405,unlabeled,untested_or_unreported,,2425.04,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07406,unlabeled,untested_or_unreported,,2398.62,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07407,unlabeled,untested_or_unreported,,2372.29,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07408,unlabeled,untested_or_unreported,,2346.05,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07409,unlabeled,untested_or_unreported,,2319.9,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07410,unlabeled,untested_or_unreported,,2293.84,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07411,unlabeled,untested_or_unreported,,2267.88,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07412,unlabeled,untested_or_unreported,,2242.02,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07413,unlabeled,untested_or_unreported,,2216.27,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07414,unlabeled,untested_or_unreported,,2190.62,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07415,unlabeled,untested_or_unreported,,2165.09,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07416,unlabeled,untested_or_unreported,,2139.67,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07417,unlabeled,untested_or_unreported,,2114.37,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07418,unlabeled,untested_or_unreported,,2089.2,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07419,unlabeled,untested_or_unreported,,2064.15,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07420,unlabeled,untested_or_unreported,,2039.24,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07421,unlabeled,untested_or_unreported,,2014.47,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07422,unlabeled,untested_or_unreported,,1989.84,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07423,unlabeled,untested_or_unreported,,1965.36,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07424,unlabeled,untested_or_unreported,,1941.04,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07425,unlabeled,untested_or_unreported,,1916.88,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07426,unlabeled,untested_or_unreported,,1892.88,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07427,unlabeled,untested_or_unreported,,1869.06,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07428,unlabeled,untested_or_unreported,,1845.41,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07429,unlabeled,untested_or_unreported,,1821.96,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07430,unlabeled,untested_or_unreported,,1798.7,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07431,unlabeled,untested_or_unreported,,1775.64,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07432,unlabeled,untested_or_unreported,,1752.79,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07433,unlabeled,untested_or_unreported,,1730.16,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07434,unlabeled,untested_or_unreported,,1707.76,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07435,unlabeled,untested_or_unreported,,1685.59,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07436,unlabeled,untested_or_unreported,,1663.67,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07437,unlabeled,untested_or_unreported,,1642.0,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07438,unlabeled,untested_or_unreported,,1620.6,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07439,unlabeled,untested_or_unreported,,1599.48,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07440,unlabeled,untested_or_unreported,,1578.64,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07441,unlabeled,untested_or_unreported,,1558.1,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07442,unlabeled,untested_or_unreported,,1537.88,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07443,unlabeled,untested_or_unreported,,1517.97,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07444,unlabeled,untested_or_unreported,,1498.41,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07445,unlabeled,untested_or_unreported,,1479.19,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07446,unlabeled,untested_or_unreported,,1460.34,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07447,unlabeled,untested_or_unreported,,1441.86,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07448,unlabeled,untested_or_unreported,,1423.78,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07449,unlabeled,untested_or_unreported,,1406.1,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07450,unlabeled,untested_or_unreported,,1388.85,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07451,unlabeled,untested_or_unreported,,1372.04,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07452,unlabeled,untested_or_unreported,,1355.68,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07453,unlabeled,untested_or_unreported,,1339.79,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07454,unlabeled,untested_or_unreported,,1324.4,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07455,unlabeled,untested_or_unreported,,1309.51,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07456,unlabeled,untested_or_unreported,,1295.14,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07457,unlabeled,untested_or_unreported,,1281.31,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07458,unlabeled,untested_or_unreported,,1268.05,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07459,unlabeled,untested_or_unreported,,1255.36,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07460,unlabeled,untested_or_unreported,,1243.26,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07461,unlabeled,untested_or_unreported,,1231.78,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07462,unlabeled,untested_or_unreported,,1220.93,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07463,unlabeled,untested_or_unreported,,1210.72,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07464,unlabeled,untested_or_unreported,,1201.18,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07465,unlabeled,untested_or_unreported,,1192.31,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07466,unlabeled,untested_or_unreported,,1184.14,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07467,unlabeled,untested_or_unreported,,1176.67,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07468,unlabeled,untested_or_unreported,,1169.93,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07469,unlabeled,untested_or_unreported,,1163.93,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07470,unlabeled,untested_or_unreported,,1158.66,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07471,unlabeled,untested_or_unreported,,1154.16,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07472,unlabeled,untested_or_unreported,,1150.42,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07473,unlabeled,untested_or_unreported,,1147.45,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07474,unlabeled,untested_or_unreported,,1145.26,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07475,unlabeled,untested_or_unreported,,1143.85,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07476,unlabeled,untested_or_unreported,,1143.23,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07477,unlabeled,untested_or_unreported,,1143.4,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07478,unlabeled,untested_or_unreported,,1144.35,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07479,unlabeled,untested_or_unreported,,1146.09,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07480,unlabeled,untested_or_unreported,,1148.61,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07481,unlabeled,untested_or_unreported,,1151.9,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07482,unlabeled,untested_or_unreported,,1155.97,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07483,unlabeled,untested_or_unreported,,1160.79,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07484,unlabeled,untested_or_unreported,,1166.37,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07485,unlabeled,untested_or_unreported,,1172.69,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07486,unlabeled,untested_or_unreported,,1179.74,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07487,unlabeled,untested_or_unreported,,1187.5,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07488,unlabeled,untested_or_unreported,,1195.97,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07489,unlabeled,untested_or_unreported,,1205.12,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07490,unlabeled,untested_or_unreported,,1214.95,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07491,unlabeled,untested_or_unreported,,1225.43,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07492,unlabeled,untested_or_unreported,,1236.55,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07493,unlabeled,untested_or_unreported,,1248.29,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07494,unlabeled,untested_or_unreported,,1260.64,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07495,unlabeled,untested_or_unreported,,1273.58,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07496,unlabeled,untested_or_unreported,,1287.08,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07497,unlabeled,untested_or_unreported,,1301.14,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07498,unlabeled,untested_or_unreported,,1315.73,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07499,unlabeled,untested_or_unreported,,1330.83,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07500,unlabeled,untested_or_unreported,,1346.44,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07501,unlabeled,untested_or_unreported,,1362.53,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07502,unlabeled,untested_or_unreported,,1379.08,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07503,unlabeled,untested_or_unreported,,1396.08,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07504,unlabeled,untested_or_unreported,,1413.51,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07505,unlabeled,untested_or_unreported,,1431.36,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07506,unlabeled,untested_or_unreported,,1449.61,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07507,unlabeled,untested_or_unreported,,1468.25,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07508,unlabeled,untested_or_unreported,,1487.26,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07509,unlabeled,untested_or_unreported,,1506.62,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07510,unlabeled,untested_or_unreported,,1526.33,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07511,unlabeled,untested_or_unreported,,1546.37,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07512,unlabeled,untested_or_unreported,,1566.73,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07513,unlabeled,untested_or_unreported,,1587.4,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07514,unlabeled,untested_or_unreported,,1608.36,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07515,unlabeled,untested_or_unreported,,1629.6,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07516,unlabeled,untested_or_unreported,,1651.11,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07517,unlabeled,untested_or_unreported,,1672.89,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07518,unlabeled,untested_or_unreported,,1694.91,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07519,unlabeled,untested_or_unreported,,1717.18,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07520,unlabeled,untested_or_unreported,,1739.68,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07521,unlabeled,untested_or_unreported,,1762.41,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07522,unlabeled,untested_or_unreported,,1785.34,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07523,unlabeled,untested_or_unreported,,1808.49,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07524,unlabeled,untested_or_unreported,,1831.83,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07525,unlabeled,untested_or_unreported,,1855.37,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07526,unlabeled,untested_or_unreported,,1879.09,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07527,unlabeled,untested_or_unreported,,1902.98,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07528,unlabeled,untested_or_unreported,,1927.05,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07529,unlabeled,untested_or_unreported,,1951.28,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07530,unlabeled,untested_or_unreported,,1975.67,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07531,unlabeled,untested_or_unreported,,2000.22,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07532,unlabeled,untested_or_unreported,,2024.91,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07533,unlabeled,untested_or_unreported,,2049.74,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07534,unlabeled,untested_or_unreported,,2074.71,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07535,unlabeled,untested_or_unreported,,2099.81,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07536,unlabeled,untested_or_unreported,,2125.03,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07537,unlabeled,untested_or_unreported,,2150.38,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07538,unlabeled,untested_or_unreported,,2175.85,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07539,unlabeled,untested_or_unreported,,2201.43,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07540,unlabeled,untested_or_unreported,,2227.13,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07541,unlabeled,untested_or_unreported,,2252.92,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07542,unlabeled,untested_or_unreported,,2278.83,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07543,unlabeled,untested_or_unreported,,2304.83,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07544,unlabeled,untested_or_unreported,,2330.92,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07545,unlabeled,untested_or_unreported,,2357.11,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07546,unlabeled,untested_or_unreported,,2383.39,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07547,unlabeled,untested_or_unreported,,2409.76,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07548,unlabeled,untested_or_unreported,,2436.21,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07549,unlabeled,untested_or_unreported,,2462.74,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07550,unlabeled,untested_or_unreported,,2489.35,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07551,unlabeled,untested_or_unreported,,2516.04,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07552,unlabeled,untested_or_unreported,,2542.8,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07553,unlabeled,untested_or_unreported,,2569.64,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07554,unlabeled,untested_or_unreported,,2596.54,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07555,unlabeled,untested_or_unreported,,2623.51,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07556,unlabeled,untested_or_unreported,,2650.54,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07557,unlabeled,untested_or_unreported,,2677.64,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07558,unlabeled,untested_or_unreported,,2704.8,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07559,unlabeled,untested_or_unreported,,2732.01,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07560,unlabeled,untested_or_unreported,,2759.29,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07561,unlabeled,untested_or_unreported,,2735.43,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07562,unlabeled,untested_or_unreported,,2708.05,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07563,unlabeled,untested_or_unreported,,2680.73,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07564,unlabeled,untested_or_unreported,,2653.47,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07565,unlabeled,untested_or_unreported,,2626.27,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07566,unlabeled,untested_or_unreported,,2599.13,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07567,unlabeled,untested_or_unreported,,2572.05,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07568,unlabeled,untested_or_unreported,,2545.04,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07569,unlabeled,untested_or_unreported,,2518.1,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07570,unlabeled,untested_or_unreported,,2491.22,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07571,unlabeled,untested_or_unreported,,2464.42,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07572,unlabeled,untested_or_unreported,,2437.69,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07573,unlabeled,untested_or_unreported,,2411.04,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07574,unlabeled,untested_or_unreported,,2384.47,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07575,unlabeled,untested_or_unreported,,2357.98,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07576,unlabeled,untested_or_unreported,,2331.58,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07577,unlabeled,untested_or_unreported,,2305.26,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07578,unlabeled,untested_or_unreported,,2279.04,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07579,unlabeled,untested_or_unreported,,2252.91,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07580,unlabeled,untested_or_unreported,,2226.88,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07581,unlabeled,untested_or_unreported,,2200.95,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07582,unlabeled,untested_or_unreported,,2175.12,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07583,unlabeled,untested_or_unreported,,2149.4,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07584,unlabeled,untested_or_unreported,,2123.79,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07585,unlabeled,untested_or_unreported,,2098.3,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07586,unlabeled,untested_or_unreported,,2072.94,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07587,unlabeled,untested_or_unreported,,2047.69,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07588,unlabeled,untested_or_unreported,,2022.58,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07589,unlabeled,untested_or_unreported,,1997.6,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07590,unlabeled,untested_or_unreported,,1972.76,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07591,unlabeled,untested_or_unreported,,1948.07,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07592,unlabeled,untested_or_unreported,,1923.52,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07593,unlabeled,untested_or_unreported,,1899.14,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07594,unlabeled,untested_or_unreported,,1874.91,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07595,unlabeled,untested_or_unreported,,1850.86,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07596,unlabeled,untested_or_unreported,,1826.98,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07597,unlabeled,untested_or_unreported,,1803.29,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07598,unlabeled,untested_or_unreported,,1779.78,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07599,unlabeled,untested_or_unreported,,1756.47,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07600,unlabeled,untested_or_unreported,,1733.37,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07601,unlabeled,untested_or_unreported,,1710.48,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07602,unlabeled,untested_or_unreported,,1687.82,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07603,unlabeled,untested_or_unreported,,1665.39,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07604,unlabeled,untested_or_unreported,,1643.2,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07605,unlabeled,untested_or_unreported,,1621.26,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07606,unlabeled,untested_or_unreported,,1599.58,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07607,unlabeled,untested_or_unreported,,1578.18,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-07608,unlabeled,untested_or_unreported,,1557.05,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
