event_id,equipment_id,equipment_model,mine_block_id,event_type,start_time,end_time,duration_hours,cause_code,description,synthetic
EVT-1312,EXC-04,Excavator 120T,BLOCK_B,downtime,2026-01-01 00:06:45,2026-01-01 05:36:45,5.5,BLAST_VIBRATION_CHECK,Safety inspection after bench blast,True
EVT-1313,EXC-04,Excavator 120T,BLOCK_B,maintenance,2026-01-08 07:39:27,2026-01-08 12:15:27,4.6,ELECTRICAL_FAULT,Alternator circuit grounding issue,True
EVT-1314,EXC-04,Excavator 120T,BLOCK_B,maintenance,2026-01-21 17:33:21,2026-01-21 18:51:21,1.3,TIRE_WEAR,Severe tire gouging from jagged gondite boulders,True
EVT-1315,EXC-04,Excavator 120T,BLOCK_B,maintenance,2026-01-28 05:22:53,2026-01-28 06:58:53,1.6,ENGINE_OVERHEAT,Coolant pump failure during high ambient temp,True
EVT-1316,EXC-04,Excavator 120T,BLOCK_B,repair,2026-02-05 15:39:42,2026-02-05 23:33:42,7.9,SCHEDULED_PM,250-hour routine preventive maintenance inspection,True
EVT-1317,EXC-04,Excavator 120T,BLOCK_B,downtime,2026-02-07 22:15:00,2026-02-08 01:51:00,3.6,ELECTRICAL_FAULT,Alternator circuit grounding issue,True
EVT-1318,EXC-04,Excavator 120T,BLOCK_B,maintenance,2026-02-14 00:00:07,2026-02-14 19:42:07,19.7,BLAST_VIBRATION_CHECK,Safety inspection after bench blast,True
EVT-1319,EXC-04,Excavator 120T,BLOCK_B,downtime,2026-02-19 09:06:38,2026-02-19 14:18:38,5.2,BLAST_VIBRATION_CHECK,Safety inspection after bench blast,True
EVT-1320,EXC-04,Excavator 120T,BLOCK_B,downtime,2026-02-25 09:59:03,2026-02-26 00:35:03,14.6,TIRE_WEAR,Severe tire gouging from jagged gondite boulders,True
EVT-1321,EXC-04,Excavator 120T,BLOCK_B,maintenance,2026-03-07 07:54:25,2026-03-07 12:00:25,4.1,HYDRAULIC_LEAK,Hydraulic seal rupture on main boom,True
EVT-1322,EXC-04,Excavator 120T,BLOCK_B,downtime,2026-03-16 08:09:33,2026-03-16 11:33:33,3.4,TRACK_DAMAGE,Track shoe displacement on haulage floor,True
EVT-1323,EXC-04,Excavator 120T,BLOCK_B,downtime,2026-03-20 08:02:05,2026-03-20 14:44:05,6.7,TRACK_DAMAGE,Track shoe displacement on haulage floor,True
EVT-1324,EXC-04,Excavator 120T,BLOCK_B,downtime,2026-03-25 11:46:49,2026-03-25 20:46:49,9.0,ELECTRICAL_FAULT,Alternator circuit grounding issue,True
EVT-1325,EXC-04,Excavator 120T,BLOCK_B,downtime,2026-04-04 05:42:05,2026-04-04 09:48:05,4.1,TIRE_WEAR,Severe tire gouging from jagged gondite boulders,True
EVT-1326,EXC-04,Excavator 120T,BLOCK_B,downtime,2026-04-14 22:43:02,2026-04-15 05:19:02,6.6,TIRE_WEAR,Severe tire gouging from jagged gondite boulders,True
EVT-1327,EXC-04,Excavator 120T,BLOCK_B,downtime,2026-04-19 20:10:45,2026-04-19 21:58:45,1.8,HYDRAULIC_LEAK,Hydraulic seal rupture on main boom,True
EVT-1328,EXC-04,Excavator 120T,BLOCK_B,maintenance,2026-04-22 22:11:47,2026-04-23 00:53:47,2.7,HYDRAULIC_LEAK,Hydraulic seal rupture on main boom,True
EVT-1329,EXC-04,Excavator 120T,BLOCK_B,repair,2026-05-01 01:44:32,2026-05-01 07:32:32,5.8,TRACK_DAMAGE,Track shoe displacement on haulage floor,True
EVT-1330,EXC-04,Excavator 120T,BLOCK_B,downtime,2026-05-09 03:25:05,2026-05-09 07:07:05,3.7,HYDRAULIC_LEAK,Hydraulic seal rupture on main boom,True
EVT-1331,EXC-04,Excavator 120T,BLOCK_B,maintenance,2026-05-18 17:45:50,2026-05-18 23:03:50,5.3,BLAST_VIBRATION_CHECK,Safety inspection after bench blast,True
EVT-1332,EXC-04,Excavator 120T,BLOCK_B,downtime,2026-06-08 23:18:49,2026-06-09 05:12:49,5.9,HYDRAULIC_LEAK,Hydraulic seal rupture on main boom,True
EVT-1333,EXC-04,Excavator 120T,BLOCK_B,repair,2026-06-17 04:38:57,2026-06-17 11:08:57,6.5,ENGINE_OVERHEAT,Coolant pump failure during high ambient temp,True
EVT-1334,EXC-04,Excavator 120T,BLOCK_B,repair,2026-06-23 05:40:38,2026-06-23 13:28:38,7.8,SCHEDULED_PM,250-hour routine preventive maintenance inspection,True
EVT-1335,EXC-04,Excavator 120T,BLOCK_B,downtime,2026-07-01 05:19:37,2026-07-01 13:13:37,7.9,ENGINE_OVERHEAT,Coolant pump failure during high ambient temp,True
EVT-1336,EXC-04,Excavator 120T,BLOCK_B,maintenance,2026-07-11 04:19:01,2026-07-11 06:43:01,2.4,HYDRAULIC_LEAK,Hydraulic seal rupture on main boom,True
EVT-1337,EXC-04,Excavator 120T,BLOCK_B,maintenance,2026-07-18 05:54:15,2026-07-18 10:00:15,4.1,ENGINE_OVERHEAT,Coolant pump failure during high ambient temp,True
EVT-1338,EXC-04,Excavator 120T,BLOCK_B,maintenance,2026-07-22 21:10:07,2026-07-23 01:10:07,4.0,TRACK_DAMAGE,Track shoe displacement on haulage floor,True
EVT-1339,EXC-04,Excavator 120T,BLOCK_B,maintenance,2026-07-28 11:54:14,2026-07-28 16:18:14,4.4,ENGINE_OVERHEAT,Coolant pump failure during high ambient temp,True
EVT-1340,EXC-04,Excavator 120T,BLOCK_B,maintenance,2026-08-07 11:56:30,2026-08-07 15:50:30,3.9,BLAST_VIBRATION_CHECK,Safety inspection after bench blast,True
EVT-1341,EXC-04,Excavator 120T,BLOCK_B,maintenance,2026-08-13 20:07:08,2026-08-14 00:37:08,4.5,TIRE_WEAR,Severe tire gouging from jagged gondite boulders,True
EVT-1342,EXC-04,Excavator 120T,BLOCK_B,repair,2026-08-18 17:08:10,2026-08-18 18:08:10,1.0,TRACK_DAMAGE,Track shoe displacement on haulage floor,True
EVT-1343,EXC-05,Excavator 85T,BLOCK_B,maintenance,2025-01-04 04:30:47,2025-01-04 07:42:47,3.2,TRACK_DAMAGE,Track shoe displacement on haulage floor,True
EVT-1344,EXC-05,Excavator 85T,BLOCK_B,maintenance,2025-01-12 12:41:26,2025-01-12 17:29:26,4.8,ELECTRICAL_FAULT,Alternator circuit grounding issue,True
EVT-1345,EXC-05,Excavator 85T,BLOCK_B,downtime,2025-01-14 21:54:27,2025-01-14 23:54:27,2.0,BLAST_VIBRATION_CHECK,Safety inspection after bench blast,True
EVT-1346,EXC-05,Excavator 85T,BLOCK_B,downtime,2025-01-21 10:15:38,2025-01-21 14:51:38,4.6,SCHEDULED_PM,250-hour routine preventive maintenance inspection,True
EVT-1347,EXC-05,Excavator 85T,BLOCK_B,maintenance,2025-01-28 05:50:01,2025-01-28 08:14:01,2.4,BLAST_VIBRATION_CHECK,Safety inspection after bench blast,True
EVT-1348,EXC-05,Excavator 85T,BLOCK_B,downtime,2025-02-11 20:20:42,2025-02-11 22:26:42,2.1,BLAST_VIBRATION_CHECK,Safety inspection after bench blast,True
EVT-1349,EXC-05,Excavator 85T,BLOCK_B,maintenance,2025-02-16 04:37:11,2025-02-16 12:31:11,7.9,TIRE_WEAR,Severe tire gouging from jagged gondite boulders,True
EVT-1350,EXC-05,Excavator 85T,BLOCK_B,maintenance,2025-02-19 17:36:13,2025-02-20 00:48:13,7.2,TIRE_WEAR,Severe tire gouging from jagged gondite boulders,True
EVT-1351,EXC-05,Excavator 85T,BLOCK_B,downtime,2025-02-27 11:30:54,2025-02-27 20:00:54,8.5,SCHEDULED_PM,250-hour routine preventive maintenance inspection,True
EVT-1352,EXC-05,Excavator 85T,BLOCK_B,maintenance,2025-03-01 23:24:01,2025-03-02 06:06:01,6.7,TRACK_DAMAGE,Track shoe displacement on haulage floor,True
EVT-1353,EXC-05,Excavator 85T,BLOCK_B,maintenance,2025-03-16 05:47:31,2025-03-16 15:23:31,9.6,BLAST_VIBRATION_CHECK,Safety inspection after bench blast,True
EVT-1354,EXC-05,Excavator 85T,BLOCK_B,downtime,2025-03-23 20:52:26,2025-03-23 23:28:26,2.6,SCHEDULED_PM,250-hour routine preventive maintenance inspection,True
EVT-1355,EXC-05,Excavator 85T,BLOCK_B,maintenance,2025-03-27 15:41:51,2025-03-27 17:29:51,1.8,HYDRAULIC_LEAK,Hydraulic seal rupture on main boom,True
EVT-1356,EXC-05,Excavator 85T,BLOCK_B,repair,2025-04-05 09:17:22,2025-04-05 11:53:22,2.6,TIRE_WEAR,Severe tire gouging from jagged gondite boulders,True
EVT-1357,EXC-05,Excavator 85T,BLOCK_B,maintenance,2025-04-09 00:10:20,2025-04-09 06:46:20,6.6,ELECTRICAL_FAULT,Alternator circuit grounding issue,True
EVT-1358,EXC-05,Excavator 85T,BLOCK_B,repair,2025-04-11 22:08:18,2025-04-12 02:14:18,4.1,BLAST_VIBRATION_CHECK,Safety inspection after bench blast,True
EVT-1359,EXC-05,Excavator 85T,BLOCK_B,repair,2025-04-17 05:17:31,2025-04-17 10:23:31,5.1,ELECTRICAL_FAULT,Alternator circuit grounding issue,True
EVT-1360,EXC-05,Excavator 85T,BLOCK_B,maintenance,2025-04-22 00:41:56,2025-04-22 12:35:56,11.9,ELECTRICAL_FAULT,Alternator circuit grounding issue,True
EVT-1361,EXC-05,Excavator 85T,BLOCK_B,downtime,2025-05-03 10:40:10,2025-05-03 13:40:10,3.0,SCHEDULED_PM,250-hour routine preventive maintenance inspection,True
EVT-1362,EXC-05,Excavator 85T,BLOCK_B,repair,2025-05-07 07:23:53,2025-05-07 09:47:53,2.4,TRACK_DAMAGE,Track shoe displacement on haulage floor,True
EVT-1363,EXC-05,Excavator 85T,BLOCK_B,maintenance,2025-05-22 16:27:59,2025-05-23 02:33:59,10.1,SCHEDULED_PM,250-hour routine preventive maintenance inspection,True
EVT-1364,EXC-05,Excavator 85T,BLOCK_B,maintenance,2025-05-27 20:35:09,2025-05-28 01:05:09,4.5,ELECTRICAL_FAULT,Alternator circuit grounding issue,True
EVT-1365,EXC-05,Excavator 85T,BLOCK_B,downtime,2025-05-31 11:33:57,2025-05-31 15:27:57,3.9,BLAST_VIBRATION_CHECK,Safety inspection after bench blast,True
EVT-1366,EXC-05,Excavator 85T,BLOCK_B,maintenance,2025-06-02 20:12:59,2025-06-03 04:42:59,8.5,TRACK_DAMAGE,Track shoe displacement on haulage floor,True
EVT-1367,EXC-05,Excavator 85T,BLOCK_B,repair,2025-06-09 07:07:18,2025-06-09 14:49:18,7.7,TIRE_WEAR,Severe tire gouging from jagged gondite boulders,True
EVT-1368,EXC-05,Excavator 85T,BLOCK_B,repair,2025-06-17 18:02:30,2025-06-18 10:44:30,16.7,TRACK_DAMAGE,Track shoe displacement on haulage floor,True
EVT-1369,EXC-05,Excavator 85T,BLOCK_B,repair,2025-06-25 18:23:48,2025-06-26 00:59:48,6.6,ENGINE_OVERHEAT,Coolant pump failure during high ambient temp,True
EVT-1370,EXC-05,Excavator 85T,BLOCK_B,maintenance,2025-07-04 01:21:47,2025-07-04 04:21:47,3.0,SCHEDULED_PM,250-hour routine preventive maintenance inspection,True
EVT-1371,EXC-05,Excavator 85T,BLOCK_B,maintenance,2025-07-10 02:33:18,2025-07-10 05:15:18,2.7,ELECTRICAL_FAULT,Alternator circuit grounding issue,True
EVT-1372,EXC-05,Excavator 85T,BLOCK_B,downtime,2025-07-16 04:41:44,2025-07-16 07:47:44,3.1,ELECTRICAL_FAULT,Alternator circuit grounding issue,True
EVT-1373,EXC-05,Excavator 85T,BLOCK_B,repair,2025-07-19 21:00:04,2025-07-20 06:36:04,9.6,ENGINE_OVERHEAT,Coolant pump failure during high ambient temp,True
EVT-1374,EXC-05,Excavator 85T,BLOCK_B,maintenance,2025-07-24 14:58:54,2025-07-24 21:46:54,6.8,TRACK_DAMAGE,Track shoe displacement on haulage floor,True
EVT-1375,EXC-05,Excavator 85T,BLOCK_B,maintenance,2025-07-31 02:09:38,2025-07-31 04:51:38,2.7,TRACK_DAMAGE,Track shoe displacement on haulage floor,True
EVT-1376,EXC-05,Excavator 85T,BLOCK_B,downtime,2025-08-08 16:37:05,2025-08-09 00:25:05,7.8,SCHEDULED_PM,250-hour routine preventive maintenance inspection,True
EVT-1377,EXC-05,Excavator 85T,BLOCK_B,maintenance,2025-08-24 15:04:42,2025-08-24 19:04:42,4.0,TRACK_DAMAGE,Track shoe displacement on haulage floor,True
EVT-1378,EXC-05,Excavator 85T,BLOCK_B,maintenance,2025-09-01 20:28:30,2025-09-02 00:58:30,4.5,SCHEDULED_PM,250-hour routine preventive maintenance inspection,True
EVT-1379,EXC-05,Excavator 85T,BLOCK_B,repair,2025-09-14 16:22:06,2025-09-15 01:10:06,8.8,HYDRAULIC_LEAK,Hydraulic seal rupture on main boom,True
EVT-1380,EXC-05,Excavator 85T,BLOCK_B,downtime,2025-09-25 05:40:32,2025-09-25 10:46:32,5.1,ELECTRICAL_FAULT,Alternator circuit grounding issue,True
EVT-1381,EXC-05,Excavator 85T,BLOCK_B,maintenance,2025-09-29 20:43:42,2025-09-30 07:43:42,11.0,TIRE_WEAR,Severe tire gouging from jagged gondite boulders,True
EVT-1382,EXC-05,Excavator 85T,BLOCK_B,downtime,2025-10-05 12:53:18,2025-10-05 14:29:18,1.6,ELECTRICAL_FAULT,Alternator circuit grounding issue,True
EVT-1383,EXC-05,Excavator 85T,BLOCK_B,maintenance,2025-10-11 02:00:03,2025-10-11 11:30:03,9.5,ELECTRICAL_FAULT,Alternator circuit grounding issue,True
EVT-1384,EXC-05,Excavator 85T,BLOCK_B,downtime,2025-10-22 16:52:27,2025-10-22 22:16:27,5.4,HYDRAULIC_LEAK,Hydraulic seal rupture on main boom,True
EVT-1385,EXC-05,Excavator 85T,BLOCK_B,downtime,2025-10-27 11:02:33,2025-10-27 19:32:33,8.5,ENGINE_OVERHEAT,Coolant pump failure during high ambient temp,True
EVT-1386,EXC-05,Excavator 85T,BLOCK_B,downtime,2025-11-03 00:58:24,2025-11-03 02:34:24,1.6,ENGINE_OVERHEAT,Coolant pump failure during high ambient temp,True
EVT-1387,EXC-05,Excavator 85T,BLOCK_B,downtime,2025-11-06 01:08:57,2025-11-06 03:26:57,2.3,SCHEDULED_PM,250-hour routine preventive maintenance inspection,True
EVT-1388,EXC-05,Excavator 85T,BLOCK_B,downtime,2025-11-12 23:08:58,2025-11-13 07:26:58,8.3,SCHEDULED_PM,250-hour routine preventive maintenance inspection,True
EVT-1389,EXC-05,Excavator 85T,BLOCK_B,maintenance,2025-11-18 05:31:50,2025-11-18 07:37:50,2.1,ELECTRICAL_FAULT,Alternator circuit grounding issue,True
EVT-1390,EXC-05,Excavator 85T,BLOCK_B,repair,2025-11-24 04:02:46,2025-11-24 07:26:46,3.4,SCHEDULED_PM,250-hour routine preventive maintenance inspection,True
EVT-1391,EXC-05,Excavator 85T,BLOCK_B,downtime,2025-12-01 02:44:19,2025-12-01 07:14:19,4.5,BLAST_VIBRATION_CHECK,Safety inspection after bench blast,True
EVT-1392,EXC-05,Excavator 85T,BLOCK_B,maintenance,2025-12-12 05:11:17,2025-12-12 12:11:17,7.0,TRACK_DAMAGE,Track shoe displacement on haulage floor,True
EVT-1393,EXC-05,Excavator 85T,BLOCK_B,downtime,2025-12-15 19:59:55,2025-12-16 04:11:55,8.2,HYDRAULIC_LEAK,Hydraulic seal rupture on main boom,True
EVT-1394,EXC-05,Excavator 85T,BLOCK_B,maintenance,2025-12-24 02:30:53,2025-12-24 08:12:53,5.7,TRACK_DAMAGE,Track shoe displacement on haulage floor,True
EVT-1395,EXC-05,Excavator 85T,BLOCK_B,downtime,2026-01-04 18:11:34,2026-01-05 05:05:34,10.9,SCHEDULED_PM,250-hour routine preventive maintenance inspection,True
EVT-1396,EXC-05,Excavator 85T,BLOCK_B,repair,2026-01-09 18:41:16,2026-01-10 00:53:16,6.2,BLAST_VIBRATION_CHECK,Safety inspection after bench blast,True
EVT-1397,EXC-05,Excavator 85T,BLOCK_B,downtime,2026-01-17 15:16:18,2026-01-17 18:52:18,3.6,ENGINE_OVERHEAT,Coolant pump failure during high ambient temp,True
EVT-1398,EXC-05,Excavator 85T,BLOCK_B,maintenance,2026-01-18 23:06:22,2026-01-19 07:00:22,7.9,TRACK_DAMAGE,Track shoe displacement on haulage floor,True
EVT-1399,EXC-05,Excavator 85T,BLOCK_B,maintenance,2026-01-21 04:49:29,2026-01-21 08:25:29,3.6,TIRE_WEAR,Severe tire gouging from jagged gondite boulders,True
EVT-1400,EXC-05,Excavator 85T,BLOCK_B,maintenance,2026-01-22 15:03:48,2026-01-22 20:57:48,5.9,TRACK_DAMAGE,Track shoe displacement on haulage floor,True
EVT-1401,EXC-05,Excavator 85T,BLOCK_B,repair,2026-02-03 12:10:41,2026-02-03 16:04:41,3.9,TIRE_WEAR,Severe tire gouging from jagged gondite boulders,True
EVT-1402,EXC-05,Excavator 85T,BLOCK_B,downtime,2026-02-10 06:33:19,2026-02-10 07:57:19,1.4,ENGINE_OVERHEAT,Coolant pump failure during high ambient temp,True
EVT-1403,EXC-05,Excavator 85T,BLOCK_B,downtime,2026-02-14 14:44:21,2026-02-14 21:14:21,6.5,TRACK_DAMAGE,Track shoe displacement on haulage floor,True
EVT-1404,EXC-05,Excavator 85T,BLOCK_B,downtime,2026-02-24 19:17:36,2026-02-24 23:41:36,4.4,SCHEDULED_PM,250-hour routine preventive maintenance inspection,True
EVT-1405,EXC-05,Excavator 85T,BLOCK_B,downtime,2026-03-04 16:14:40,2026-03-04 18:44:40,2.5,HYDRAULIC_LEAK,Hydraulic seal rupture on main boom,True
EVT-1406,EXC-05,Excavator 85T,BLOCK_B,repair,2026-03-07 17:33:28,2026-03-08 15:15:28,21.7,SCHEDULED_PM,250-hour routine preventive maintenance inspection,True
EVT-1407,EXC-05,Excavator 85T,BLOCK_B,downtime,2026-03-17 12:48:31,2026-03-17 19:30:31,6.7,ENGINE_OVERHEAT,Coolant pump failure during high ambient temp,True
EVT-1408,EXC-05,Excavator 85T,BLOCK_B,maintenance,2026-03-22 00:26:31,2026-03-22 06:50:31,6.4,TIRE_WEAR,Severe tire gouging from jagged gondite boulders,True
EVT-1409,EXC-05,Excavator 85T,BLOCK_B,maintenance,2026-04-06 20:22:48,2026-04-06 21:58:48,1.6,TIRE_WEAR,Severe tire gouging from jagged gondite boulders,True
EVT-1410,EXC-05,Excavator 85T,BLOCK_B,downtime,2026-04-10 23:15:54,2026-04-11 02:57:54,3.7,TRACK_DAMAGE,Track shoe displacement on haulage floor,True
EVT-1411,EXC-05,Excavator 85T,BLOCK_B,maintenance,2026-04-16 11:27:48,2026-04-16 15:33:48,4.1,ELECTRICAL_FAULT,Alternator circuit grounding issue,True
EVT-1412,EXC-05,Excavator 85T,BLOCK_B,downtime,2026-05-02 00:09:28,2026-05-02 05:03:28,4.9,HYDRAULIC_LEAK,Hydraulic seal rupture on main boom,True
EVT-1413,EXC-05,Excavator 85T,BLOCK_B,downtime,2026-05-03 14:27:43,2026-05-03 17:03:43,2.6,TIRE_WEAR,Severe tire gouging from jagged gondite boulders,True
EVT-1414,EXC-05,Excavator 85T,BLOCK_B,maintenance,2026-05-12 05:57:02,2026-05-12 09:39:02,3.7,TIRE_WEAR,Severe tire gouging from jagged gondite boulders,True
EVT-1415,EXC-05,Excavator 85T,BLOCK_B,downtime,2026-05-17 11:16:57,2026-05-17 15:04:57,3.8,ELECTRICAL_FAULT,Alternator circuit grounding issue,True
EVT-1416,EXC-05,Excavator 85T,BLOCK_B,downtime,2026-05-26 21:35:08,2026-05-27 01:29:08,3.9,BLAST_VIBRATION_CHECK,Safety inspection after bench blast,True
EVT-1417,EXC-05,Excavator 85T,BLOCK_B,maintenance,2026-05-28 12:48:16,2026-05-28 16:24:16,3.6,ENGINE_OVERHEAT,Coolant pump failure during high ambient temp,True
EVT-1418,EXC-05,Excavator 85T,BLOCK_B,downtime,2026-06-11 23:01:01,2026-06-12 10:37:01,11.6,SCHEDULED_PM,250-hour routine preventive maintenance inspection,True
EVT-1419,EXC-05,Excavator 85T,BLOCK_B,repair,2026-06-20 07:20:30,2026-06-20 14:02:30,6.7,HYDRAULIC_LEAK,Hydraulic seal rupture on main boom,True
EVT-1420,EXC-05,Excavator 85T,BLOCK_B,repair,2026-06-23 23:01:16,2026-06-24 01:25:16,2.4,HYDRAULIC_LEAK,Hydraulic seal rupture on main boom,True
EVT-1421,EXC-05,Excavator 85T,BLOCK_B,maintenance,2026-06-29 15:50:04,2026-06-29 21:02:04,5.2,ELECTRICAL_FAULT,Alternator circuit grounding issue,True
EVT-1422,EXC-05,Excavator 85T,BLOCK_B,maintenance,2026-07-06 22:24:48,2026-07-07 00:48:48,2.4,TIRE_WEAR,Severe tire gouging from jagged gondite boulders,True
EVT-1423,EXC-05,Excavator 85T,BLOCK_B,maintenance,2026-07-09 01:40:37,2026-07-09 06:34:37,4.9,TIRE_WEAR,Severe tire gouging from jagged gondite boulders,True
EVT-1424,EXC-05,Excavator 85T,BLOCK_B,maintenance,2026-07-18 22:21:49,2026-07-19 01:51:49,3.5,ELECTRICAL_FAULT,Alternator circuit grounding issue,True
EVT-1425,EXC-05,Excavator 85T,BLOCK_B,repair,2026-07-22 06:44:31,2026-07-22 11:50:31,5.1,TRACK_DAMAGE,Track shoe displacement on haulage floor,True
EVT-1426,EXC-05,Excavator 85T,BLOCK_B,repair,2026-08-02 21:43:27,2026-08-03 02:01:27,4.3,ELECTRICAL_FAULT,Alternator circuit grounding issue,True
EVT-1427,EXC-05,Excavator 85T,BLOCK_B,downtime,2026-08-07 07:17:47,2026-08-07 08:53:47,1.6,SCHEDULED_PM,250-hour routine preventive maintenance inspection,True
EVT-1428,EXC-05,Excavator 85T,BLOCK_B,downtime,2026-08-14 22:39:35,2026-08-15 03:45:35,5.1,BLAST_VIBRATION_CHECK,Safety inspection after bench blast,True
EVT-1429,EXC-05,Excavator 85T,BLOCK_B,downtime,2026-08-21 13:02:46,2026-08-21 16:26:46,3.4,TIRE_WEAR,Severe tire gouging from jagged gondite boulders,True
EVT-1430,EXC-05,Excavator 85T,BLOCK_B,downtime,2026-08-29 05:00:21,2026-08-29 10:30:21,5.5,ENGINE_OVERHEAT,Coolant pump failure during high ambient temp,True
EVT-1431,EXC-06,Excavator 85T,BLOCK_C,maintenance,2025-01-18 14:07:20,2025-01-18 20:19:20,6.2,ENGINE_OVERHEAT,Coolant pump failure during high ambient temp,True
EVT-1432,EXC-06,Excavator 85T,BLOCK_C,downtime,2025-01-24 21:49:17,2025-01-25 02:25:17,4.6,SCHEDULED_PM,250-hour routine preventive maintenance inspection,True
EVT-1433,EXC-06,Excavator 85T,BLOCK_C,downtime,2025-01-29 22:28:53,2025-01-30 01:58:53,3.5,HYDRAULIC_LEAK,Hydraulic seal rupture on main boom,True
EVT-1434,EXC-06,Excavator 85T,BLOCK_C,downtime,2025-02-05 13:14:58,2025-02-05 15:02:58,1.8,BLAST_VIBRATION_CHECK,Safety inspection after bench blast,True
EVT-1435,EXC-06,Excavator 85T,BLOCK_C,maintenance,2025-02-12 13:45:02,2025-02-12 19:15:02,5.5,TRACK_DAMAGE,Track shoe displacement on haulage floor,True
EVT-1436,EXC-06,Excavator 85T,BLOCK_C,downtime,2025-02-21 20:57:55,2025-02-21 23:51:55,2.9,TRACK_DAMAGE,Track shoe displacement on haulage floor,True
EVT-1437,EXC-06,Excavator 85T,BLOCK_C,maintenance,2025-02-26 11:40:56,2025-02-26 13:34:56,1.9,BLAST_VIBRATION_CHECK,Safety inspection after bench blast,True
EVT-1438,EXC-06,Excavator 85T,BLOCK_C,repair,2025-03-08 13:41:34,2025-03-08 20:17:34,6.6,HYDRAULIC_LEAK,Hydraulic seal rupture on main boom,True
EVT-1439,EXC-06,Excavator 85T,BLOCK_C,maintenance,2025-03-12 11:12:51,2025-03-12 16:54:51,5.7,TRACK_DAMAGE,Track shoe displacement on haulage floor,True
EVT-1440,EXC-06,Excavator 85T,BLOCK_C,maintenance,2025-03-15 07:15:31,2025-03-15 13:15:31,6.0,BLAST_VIBRATION_CHECK,Safety inspection after bench blast,True
EVT-1441,EXC-06,Excavator 85T,BLOCK_C,maintenance,2025-03-20 18:54:42,2025-03-20 23:30:42,4.6,TIRE_WEAR,Severe tire gouging from jagged gondite boulders,True
EVT-1442,EXC-06,Excavator 85T,BLOCK_C,repair,2025-04-03 15:53:34,2025-04-03 18:59:34,3.1,ELECTRICAL_FAULT,Alternator circuit grounding issue,True
EVT-1443,EXC-06,Excavator 85T,BLOCK_C,downtime,2025-04-10 03:37:38,2025-04-10 06:07:38,2.5,ENGINE_OVERHEAT,Coolant pump failure during high ambient temp,True
EVT-1444,EXC-06,Excavator 85T,BLOCK_C,maintenance,2025-04-15 16:27:03,2025-04-16 03:39:03,11.2,TRACK_DAMAGE,Track shoe displacement on haulage floor,True
EVT-1445,EXC-06,Excavator 85T,BLOCK_C,repair,2025-04-18 22:11:15,2025-04-19 05:05:15,6.9,HYDRAULIC_LEAK,Hydraulic seal rupture on main boom,True
EVT-1446,EXC-06,Excavator 85T,BLOCK_C,downtime,2025-04-26 20:02:59,2025-04-27 04:14:59,8.2,TIRE_WEAR,Severe tire gouging from jagged gondite boulders,True
EVT-1447,EXC-06,Excavator 85T,BLOCK_C,downtime,2025-05-02 16:03:54,2025-05-02 20:15:54,4.2,BLAST_VIBRATION_CHECK,Safety inspection after bench blast,True
EVT-1448,EXC-06,Excavator 85T,BLOCK_C,repair,2025-05-11 00:09:21,2025-05-11 03:03:21,2.9,TRACK_DAMAGE,Track shoe displacement on haulage floor,True
EVT-1449,EXC-06,Excavator 85T,BLOCK_C,downtime,2025-05-16 12:27:51,2025-05-16 15:09:51,2.7,ELECTRICAL_FAULT,Alternator circuit grounding issue,True
EVT-1450,EXC-06,Excavator 85T,BLOCK_C,maintenance,2025-05-21 10:12:58,2025-05-21 15:00:58,4.8,BLAST_VIBRATION_CHECK,Safety inspection after bench blast,True
EVT-1451,EXC-06,Excavator 85T,BLOCK_C,downtime,2025-05-28 02:03:04,2025-05-28 04:57:04,2.9,TRACK_DAMAGE,Track shoe displacement on haulage floor,True
EVT-1452,EXC-06,Excavator 85T,BLOCK_C,maintenance,2025-06-03 13:38:48,2025-06-03 15:14:48,1.6,ELECTRICAL_FAULT,Alternator circuit grounding issue,True
EVT-1453,EXC-06,Excavator 85T,BLOCK_C,downtime,2025-06-11 14:52:52,2025-06-11 21:16:52,6.4,SCHEDULED_PM,250-hour routine preventive maintenance inspection,True
EVT-1454,EXC-06,Excavator 85T,BLOCK_C,downtime,2025-06-18 08:18:28,2025-06-18 16:30:28,8.2,ELECTRICAL_FAULT,Alternator circuit grounding issue,True
EVT-1455,EXC-06,Excavator 85T,BLOCK_C,maintenance,2025-06-27 09:41:16,2025-06-27 12:59:16,3.3,SCHEDULED_PM,250-hour routine preventive maintenance inspection,True
EVT-1456,EXC-06,Excavator 85T,BLOCK_C,downtime,2025-07-03 01:52:45,2025-07-03 03:40:45,1.8,HYDRAULIC_LEAK,Hydraulic seal rupture on main boom,True
EVT-1457,EXC-06,Excavator 85T,BLOCK_C,downtime,2025-07-15 04:21:33,2025-07-15 09:21:33,5.0,BLAST_VIBRATION_CHECK,Safety inspection after bench blast,True
EVT-1458,EXC-06,Excavator 85T,BLOCK_C,repair,2025-07-19 04:36:18,2025-07-19 08:42:18,4.1,SCHEDULED_PM,250-hour routine preventive maintenance inspection,True
EVT-1459,EXC-06,Excavator 85T,BLOCK_C,maintenance,2025-07-28 01:39:58,2025-07-28 05:15:58,3.6,HYDRAULIC_LEAK,Hydraulic seal rupture on main boom,True
